
Position X
 ==================== 
Position X,Unit,Category,Collection,Time,ID,
558.921,µm,Surface,Position,1,26712,
704.568,µm,Surface,Position,1,26713,
595.837,µm,Surface,Position,1,26714,
473.721,µm,Surface,Position,1,26716,
614.945,µm,Surface,Position,1,26717,
519.228,µm,Surface,Position,1,26718,
468.056,µm,Surface,Position,1,26719,
604.698,µm,Surface,Position,1,26720,
568.914,µm,Surface,Position,1,26722,
598.456,µm,Surface,Position,1,26723,
540.241,µm,Surface,Position,1,26724,
619.414,µm,Surface,Position,1,26725,
626.649,µm,Surface,Position,1,26726,
500.527,µm,Surface,Position,1,26727,
526.818,µm,Surface,Position,1,26728,
684.208,µm,Surface,Position,1,26729,
587.132,µm,Surface,Position,1,26730,
479.922,µm,Surface,Position,1,26731,
516.797,µm,Surface,Position,1,26732,
513.93,µm,Surface,Position,1,26733,
661.082,µm,Surface,Position,1,26734,
528.93,µm,Surface,Position,1,26735,
526.655,µm,Surface,Position,1,26736,
583.262,µm,Surface,Position,1,26737,
613.42,µm,Surface,Position,1,26739,
705.386,µm,Surface,Position,1,26740,
631.801,µm,Surface,Position,1,26741,
616.658,µm,Surface,Position,1,26742,
675.556,µm,Surface,Position,1,26743,
686.162,µm,Surface,Position,1,26745,
516.4,µm,Surface,Position,1,26746,
474.229,µm,Surface,Position,1,26747,
599.145,µm,Surface,Position,1,26748,
646.119,µm,Surface,Position,1,26749,
509.509,µm,Surface,Position,1,26750,
618.842,µm,Surface,Position,1,26751,
463.146,µm,Surface,Position,1,26752,
459.715,µm,Surface,Position,1,26753,
540.372,µm,Surface,Position,1,26754,
690.699,µm,Surface,Position,1,26755,
574.048,µm,Surface,Position,1,26756,
536.983,µm,Surface,Position,1,26758,
651.991,µm,Surface,Position,1,26759,
701.024,µm,Surface,Position,1,26760,
679.781,µm,Surface,Position,1,26761,
547.101,µm,Surface,Position,1,26762,
479.686,µm,Surface,Position,1,26763,
627.166,µm,Surface,Position,1,26764,
467.591,µm,Surface,Position,1,26765,
671.351,µm,Surface,Position,1,26766,
580.951,µm,Surface,Position,1,26767,
564.835,µm,Surface,Position,1,26768,
631.104,µm,Surface,Position,1,26771,
488.163,µm,Surface,Position,1,26772,
491.429,µm,Surface,Position,1,26773,
568.276,µm,Surface,Position,1,26774,
562.164,µm,Surface,Position,1,26776,
616.823,µm,Surface,Position,1,26777,
703.627,µm,Surface,Position,1,26778,
481.631,µm,Surface,Position,1,26779,
510.017,µm,Surface,Position,1,26780,
551.066,µm,Surface,Position,1,26781,
581.115,µm,Surface,Position,1,26783,
483.292,µm,Surface,Position,1,26784,
506.536,µm,Surface,Position,1,26785,
651.32,µm,Surface,Position,1,26786,
623.021,µm,Surface,Position,1,26787,
513.301,µm,Surface,Position,1,26788,
659.643,µm,Surface,Position,1,26789,
604.511,µm,Surface,Position,1,26790,
662.645,µm,Surface,Position,1,26791,
644.806,µm,Surface,Position,1,26792,
585.587,µm,Surface,Position,1,26793,
543.445,µm,Surface,Position,1,26794,
666.341,µm,Surface,Position,1,26795,
571.378,µm,Surface,Position,1,26796,
589.603,µm,Surface,Position,1,26797,
674.437,µm,Surface,Position,1,26798,
640.981,µm,Surface,Position,1,26799,
534.664,µm,Surface,Position,1,26800,
585.596,µm,Surface,Position,1,26801,
639.827,µm,Surface,Position,1,26802,
519.515,µm,Surface,Position,1,26803,
605.22,µm,Surface,Position,1,26804,
497.86,µm,Surface,Position,1,26805,
664.625,µm,Surface,Position,1,26806,
479.299,µm,Surface,Position,1,26807,
653.697,µm,Surface,Position,1,26808,
693.198,µm,Surface,Position,1,26809,
553.745,µm,Surface,Position,1,26810,
530.153,µm,Surface,Position,1,26811,
696.722,µm,Surface,Position,1,26812,
521.804,µm,Surface,Position,1,26813,
583.089,µm,Surface,Position,1,26814,
662.969,µm,Surface,Position,1,26815,
558.617,µm,Surface,Position,1,26816,
656.097,µm,Surface,Position,1,26817,
637.865,µm,Surface,Position,1,26818,
532.684,µm,Surface,Position,1,26819,
682.396,µm,Surface,Position,1,26820,
703.457,µm,Surface,Position,1,26821,
654.279,µm,Surface,Position,1,26822,
438.545,µm,Surface,Position,1,26823,
536.685,µm,Surface,Position,1,26824,
578.916,µm,Surface,Position,1,26825,
655.395,µm,Surface,Position,1,26826,
443.609,µm,Surface,Position,1,26827,
704.702,µm,Surface,Position,1,26828,
667.912,µm,Surface,Position,1,26829,
435.456,µm,Surface,Position,1,26830,
635.31,µm,Surface,Position,1,26831,
479.215,µm,Surface,Position,1,26833,
496.171,µm,Surface,Position,1,26834,
709.753,µm,Surface,Position,1,26835,
460.778,µm,Surface,Position,1,26836,
438.859,µm,Surface,Position,1,26837,
425.115,µm,Surface,Position,1,26838,
454.859,µm,Surface,Position,1,26839,
650.963,µm,Surface,Position,1,26840,
661.763,µm,Surface,Position,1,26841,
458.445,µm,Surface,Position,1,26843,
562.677,µm,Surface,Position,1,26844,
526.742,µm,Surface,Position,1,26845,
574.979,µm,Surface,Position,1,26846,
474.546,µm,Surface,Position,1,26847,
641.27,µm,Surface,Position,1,26848,
661.376,µm,Surface,Position,1,26849,
598.877,µm,Surface,Position,1,26850,
528.85,µm,Surface,Position,1,26852,
511.295,µm,Surface,Position,1,26853,
