
Area
 ==================== 
Area,Unit,Category,Time,ID,
500.725,µm^2,Surface,1,26884,
180.114,µm^2,Surface,1,26885,
118.079,µm^2,Surface,1,26886,
387.106,µm^2,Surface,1,26888,
433.726,µm^2,Surface,1,26889,
237.349,µm^2,Surface,1,26890,
307.271,µm^2,Surface,1,26891,
329.626,µm^2,Surface,1,26892,
96.297,µm^2,Surface,1,26893,
240.981,µm^2,Surface,1,26894,
191.098,µm^2,Surface,1,26895,
304.59,µm^2,Surface,1,26896,
457.513,µm^2,Surface,1,26897,
353.271,µm^2,Surface,1,26898,
363.457,µm^2,Surface,1,26899,
254.556,µm^2,Surface,1,26900,
265.945,µm^2,Surface,1,26901,
571.835,µm^2,Surface,1,26902,
346.74,µm^2,Surface,1,26903,
323.966,µm^2,Surface,1,26904,
409.734,µm^2,Surface,1,26906,
284.078,µm^2,Surface,1,26907,
316.187,µm^2,Surface,1,26908,
356.501,µm^2,Surface,1,26909,
176.15,µm^2,Surface,1,26910,
847.987,µm^2,Surface,1,26911,
224.853,µm^2,Surface,1,26912,
393.909,µm^2,Surface,1,26913,
575.395,µm^2,Surface,1,26914,
272.038,µm^2,Surface,1,26915,
736.103,µm^2,Surface,1,26916,
383.888,µm^2,Surface,1,26917,
273.296,µm^2,Surface,1,26918,
296.597,µm^2,Surface,1,26920,
280.439,µm^2,Surface,1,26921,
767.35,µm^2,Surface,1,26922,
422.856,µm^2,Surface,1,26923,
756.661,µm^2,Surface,1,26924,
235.008,µm^2,Surface,1,26925,
304.276,µm^2,Surface,1,26926,
254.505,µm^2,Surface,1,26927,
214.67,µm^2,Surface,1,26929,
281.73,µm^2,Surface,1,26930,
424.435,µm^2,Surface,1,26932,
340.264,µm^2,Surface,1,26933,
447.809,µm^2,Surface,1,26934,
240.989,µm^2,Surface,1,26935,
484.324,µm^2,Surface,1,26936,
288.396,µm^2,Surface,1,26937,
302.996,µm^2,Surface,1,26938,
235.764,µm^2,Surface,1,26939,
273.239,µm^2,Surface,1,26940,
239.933,µm^2,Surface,1,26941,
156.545,µm^2,Surface,1,26942,
190.243,µm^2,Surface,1,26944,
329.771,µm^2,Surface,1,26945,
185.113,µm^2,Surface,1,26946,
492.756,µm^2,Surface,1,26947,
201.378,µm^2,Surface,1,26948,
493.168,µm^2,Surface,1,26949,
241.516,µm^2,Surface,1,26950,
208.02,µm^2,Surface,1,26951,
685.187,µm^2,Surface,1,26952,
336.27,µm^2,Surface,1,26953,
301.444,µm^2,Surface,1,26954,
288.469,µm^2,Surface,1,26956,
513.684,µm^2,Surface,1,26957,
623.725,µm^2,Surface,1,26958,
264.112,µm^2,Surface,1,26960,
370.432,µm^2,Surface,1,26961,
470.928,µm^2,Surface,1,26962,
222.037,µm^2,Surface,1,26963,
121.851,µm^2,Surface,1,26964,
282.706,µm^2,Surface,1,26965,
232.904,µm^2,Surface,1,26966,
295.944,µm^2,Surface,1,26967,
323.177,µm^2,Surface,1,26968,
396.858,µm^2,Surface,1,26970,
306.239,µm^2,Surface,1,26971,
147.431,µm^2,Surface,1,26972,
264.893,µm^2,Surface,1,26973,
173.197,µm^2,Surface,1,26974,
258.607,µm^2,Surface,1,26975,
192.745,µm^2,Surface,1,26976,
159.882,µm^2,Surface,1,26977,
433.988,µm^2,Surface,1,26978,
197.179,µm^2,Surface,1,26980,
274.886,µm^2,Surface,1,26981,
227.922,µm^2,Surface,1,26982,
214.641,µm^2,Surface,1,26983,
240.424,µm^2,Surface,1,26984,
239.746,µm^2,Surface,1,26985,
332.381,µm^2,Surface,1,26986,
547.759,µm^2,Surface,1,26987,
222.335,µm^2,Surface,1,26988,
232.913,µm^2,Surface,1,26989,
238.653,µm^2,Surface,1,26990,
306.172,µm^2,Surface,1,26992,
215.665,µm^2,Surface,1,26993,
355.709,µm^2,Surface,1,26994,
188.86,µm^2,Surface,1,26995,
681.498,µm^2,Surface,1,26996,
296.339,µm^2,Surface,1,26997,
572.009,µm^2,Surface,1,26998,
218.666,µm^2,Surface,1,26999,
211.692,µm^2,Surface,1,27000,
352.601,µm^2,Surface,1,27001,
292.617,µm^2,Surface,1,27002,
675.451,µm^2,Surface,1,27003,
244.975,µm^2,Surface,1,27004,
288.676,µm^2,Surface,1,27005,
245.45,µm^2,Surface,1,27006,
253.673,µm^2,Surface,1,27007,
260.371,µm^2,Surface,1,27008,
290.441,µm^2,Surface,1,27011,
288.028,µm^2,Surface,1,27012,
353.767,µm^2,Surface,1,27013,
218.304,µm^2,Surface,1,27015,
274.177,µm^2,Surface,1,27016,
209.147,µm^2,Surface,1,27017,
273.021,µm^2,Surface,1,27018,
324.657,µm^2,Surface,1,27019,
244.65,µm^2,Surface,1,27020,
275.48,µm^2,Surface,1,27021,
757.183,µm^2,Surface,1,27022,
410.536,µm^2,Surface,1,27023,
412.781,µm^2,Surface,1,27024,
154.739,µm^2,Surface,1,27025,
568.454,µm^2,Surface,1,27026,
336.092,µm^2,Surface,1,27027,
183.391,µm^2,Surface,1,27028,
360.193,µm^2,Surface,1,27029,
285.389,µm^2,Surface,1,27030,
470.726,µm^2,Surface,1,27031,
262.095,µm^2,Surface,1,27032,
423.981,µm^2,Surface,1,27035,
