
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
12.194,8462.78,µm^3,Cumulative Volume Outside,Image 1,1,,
12.462,8745.61,µm^3,Cumulative Volume Outside,Image 1,1,,
12.73,9020.09,µm^3,Cumulative Volume Outside,Image 1,1,,
12.998,9285.43,µm^3,Cumulative Volume Outside,Image 1,1,,
13.266,9541.11,µm^3,Cumulative Volume Outside,Image 1,1,,
13.534,9783.9,µm^3,Cumulative Volume Outside,Image 1,1,,
13.802,10015.6,µm^3,Cumulative Volume Outside,Image 1,1,,
14.07,10238.1,µm^3,Cumulative Volume Outside,Image 1,1,,
14.338,10449.5,µm^3,Cumulative Volume Outside,Image 1,1,,
14.606,10651.7,µm^3,Cumulative Volume Outside,Image 1,1,,
14.874,10846.2,µm^3,Cumulative Volume Outside,Image 1,1,,
15.142,11031.3,µm^3,Cumulative Volume Outside,Image 1,1,,
15.41,11208.3,µm^3,Cumulative Volume Outside,Image 1,1,,
15.678,11379,µm^3,Cumulative Volume Outside,Image 1,1,,
15.946,11544.6,µm^3,Cumulative Volume Outside,Image 1,1,,
16.214,11703.1,µm^3,Cumulative Volume Outside,Image 1,1,,
16.482,11855.7,µm^3,Cumulative Volume Outside,Image 1,1,,
16.75,12004,µm^3,Cumulative Volume Outside,Image 1,1,,
17.018,12149.1,µm^3,Cumulative Volume Outside,Image 1,1,,
17.286,12292.4,µm^3,Cumulative Volume Outside,Image 1,1,,
17.554,12435,µm^3,Cumulative Volume Outside,Image 1,1,,
17.822,12574,µm^3,Cumulative Volume Outside,Image 1,1,,
18.09,12710.3,µm^3,Cumulative Volume Outside,Image 1,1,,
18.358,12845.3,µm^3,Cumulative Volume Outside,Image 1,1,,
18.626,12979.7,µm^3,Cumulative Volume Outside,Image 1,1,,
18.894,13113.6,µm^3,Cumulative Volume Outside,Image 1,1,,
19.162,13248,µm^3,Cumulative Volume Outside,Image 1,1,,
19.43,13383.3,µm^3,Cumulative Volume Outside,Image 1,1,,
19.698,13516.5,µm^3,Cumulative Volume Outside,Image 1,1,,
19.966,13647.8,µm^3,Cumulative Volume Outside,Image 1,1,,
20.234,13778.4,µm^3,Cumulative Volume Outside,Image 1,1,,
20.502,13908.7,µm^3,Cumulative Volume Outside,Image 1,1,,
20.77,14039.5,µm^3,Cumulative Volume Outside,Image 1,1,,
21.038,14171.4,µm^3,Cumulative Volume Outside,Image 1,1,,
21.306,14301.2,µm^3,Cumulative Volume Outside,Image 1,1,,
21.574,14429.6,µm^3,Cumulative Volume Outside,Image 1,1,,
21.842,14557.3,µm^3,Cumulative Volume Outside,Image 1,1,,
22.11,14684.9,µm^3,Cumulative Volume Outside,Image 1,1,,
22.378,14812.6,µm^3,Cumulative Volume Outside,Image 1,1,,
22.646,14940.8,µm^3,Cumulative Volume Outside,Image 1,1,,
22.914,15068.3,µm^3,Cumulative Volume Outside,Image 1,1,,
23.182,15188.4,µm^3,Cumulative Volume Outside,Image 1,1,,
23.45,15297.5,µm^3,Cumulative Volume Outside,Image 1,1,,
23.718,15394.7,µm^3,Cumulative Volume Outside,Image 1,1,,
23.986,15479.8,µm^3,Cumulative Volume Outside,Image 1,1,,
24.254,15553.3,µm^3,Cumulative Volume Outside,Image 1,1,,
24.522,15616.1,µm^3,Cumulative Volume Outside,Image 1,1,,
24.79,15669,µm^3,Cumulative Volume Outside,Image 1,1,,
