
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
309.358,485.993,15.2018,µm,Surface,Position,1,1066,
330.406,440.69,13.3511,µm,Surface,Position,1,1070,
354.665,415.966,17.1798,µm,Surface,Position,1,1071,
283.4,489.933,20.3324,µm,Surface,Position,1,1074,
336.085,429.104,14.0721,µm,Surface,Position,1,1078,
222.274,530.903,14.142,µm,Surface,Position,1,1087,
252.755,492.536,19.7904,µm,Surface,Position,1,1090,
211.068,538.307,24.3182,µm,Surface,Position,1,1093,
255.719,482.516,14.3225,µm,Surface,Position,1,1094,
229.624,512.5,19.7182,µm,Surface,Position,1,1095,
232.42,498.397,14.434,µm,Surface,Position,1,1096,
233.443,496.135,14.2991,µm,Surface,Position,1,1101,
283.222,446.173,12.2804,µm,Surface,Position,1,1102,
250.59,469.792,18.7417,µm,Surface,Position,1,1104,
351.349,368.046,22.7004,µm,Surface,Position,1,1105,
239.353,469.794,23.0691,µm,Surface,Position,1,1106,
231.254,483.345,12.4111,µm,Surface,Position,1,1108,
240.637,469.893,22.2951,µm,Surface,Position,1,1109,
242.447,468.638,21.38,µm,Surface,Position,1,1112,
235.253,481.737,12.5968,µm,Surface,Position,1,1118,
344.278,372.956,18.4615,µm,Surface,Position,1,1121,
295.196,414.18,22.6466,µm,Surface,Position,1,1131,
166.178,537.079,18.543,µm,Surface,Position,1,1134,
258.485,440.782,13.3371,µm,Surface,Position,1,1137,
301.867,384.566,17.6795,µm,Surface,Position,1,1144,
322.877,364.468,14.3909,µm,Surface,Position,1,1145,
231.911,446.815,14.5891,µm,Surface,Position,1,1148,
287.039,374.215,22.5358,µm,Surface,Position,1,1163,
286.583,378.768,16.1548,µm,Surface,Position,1,1166,
207.465,458.861,27.486,µm,Surface,Position,1,1169,
287.472,369.958,26.2866,µm,Surface,Position,1,1171,
200.734,456.825,23.3553,µm,Surface,Position,1,1173,
286.946,363.504,19.0812,µm,Surface,Position,1,1177,
259.125,388.565,23.4067,µm,Surface,Position,1,1184,
222.484,419.021,12.8972,µm,Surface,Position,1,1189,
278.318,362.312,16.8029,µm,Surface,Position,1,1191,
228.461,399.665,19.1057,µm,Surface,Position,1,1193,
254.538,373.098,12.3158,µm,Surface,Position,1,1198,
