
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
712.323,µm,Surface,Distance from Origin,1,1607,
699.532,µm,Surface,Distance from Origin,1,1609,
699.764,µm,Surface,Distance from Origin,1,1610,
686.463,µm,Surface,Distance from Origin,1,1619,
687.202,µm,Surface,Distance from Origin,1,1621,
677.969,µm,Surface,Distance from Origin,1,1632,
683.096,µm,Surface,Distance from Origin,1,1635,
677.132,µm,Surface,Distance from Origin,1,1647,
671.738,µm,Surface,Distance from Origin,1,1656,
682.663,µm,Surface,Distance from Origin,1,1657,
685.884,µm,Surface,Distance from Origin,1,1659,
681.644,µm,Surface,Distance from Origin,1,1662,
682.471,µm,Surface,Distance from Origin,1,1663,
668.015,µm,Surface,Distance from Origin,1,1664,
682.072,µm,Surface,Distance from Origin,1,1667,
681.595,µm,Surface,Distance from Origin,1,1668,
665.232,µm,Surface,Distance from Origin,1,1676,
666.898,µm,Surface,Distance from Origin,1,1677,
665.161,µm,Surface,Distance from Origin,1,1679,
657.126,µm,Surface,Distance from Origin,1,1680,
655.913,µm,Surface,Distance from Origin,1,1686,
666.524,µm,Surface,Distance from Origin,1,1689,
654.879,µm,Surface,Distance from Origin,1,1692,
648.86,µm,Surface,Distance from Origin,1,1715,
651.282,µm,Surface,Distance from Origin,1,1716,
656.958,µm,Surface,Distance from Origin,1,1718,
640.024,µm,Surface,Distance from Origin,1,1722,
630.452,µm,Surface,Distance from Origin,1,1739,
631.482,µm,Surface,Distance from Origin,1,1742,
635.343,µm,Surface,Distance from Origin,1,1743,
628.568,µm,Surface,Distance from Origin,1,1752,
626.423,µm,Surface,Distance from Origin,1,1754,
630.857,µm,Surface,Distance from Origin,1,1757,
625.561,µm,Surface,Distance from Origin,1,1759,
620.873,µm,Surface,Distance from Origin,1,1761,
622.505,µm,Surface,Distance from Origin,1,1762,
627.562,µm,Surface,Distance from Origin,1,1763,
610.082,µm,Surface,Distance from Origin,1,1779,
614.976,µm,Surface,Distance from Origin,1,1784,
612.663,µm,Surface,Distance from Origin,1,1786,
598.836,µm,Surface,Distance from Origin,1,1791,
598.839,µm,Surface,Distance from Origin,1,1792,
600.787,µm,Surface,Distance from Origin,1,1794,
598.869,µm,Surface,Distance from Origin,1,1802,
583.346,µm,Surface,Distance from Origin,1,1808,
590.159,µm,Surface,Distance from Origin,1,1812,
574.838,µm,Surface,Distance from Origin,1,1815,
574.564,µm,Surface,Distance from Origin,1,1816,
578.727,µm,Surface,Distance from Origin,1,1820,
568.048,µm,Surface,Distance from Origin,1,1832,
570.314,µm,Surface,Distance from Origin,1,1835,
556.646,µm,Surface,Distance from Origin,1,1845,
556.93,µm,Surface,Distance from Origin,1,1846,
558.151,µm,Surface,Distance from Origin,1,1848,
564.856,µm,Surface,Distance from Origin,1,1856,
544.106,µm,Surface,Distance from Origin,1,1860,
756.777,µm,Surface,Distance from Origin,1,1866,
755.337,µm,Surface,Distance from Origin,1,1867,
740.06,µm,Surface,Distance from Origin,1,1868,
742.186,µm,Surface,Distance from Origin,1,1871,
740.359,µm,Surface,Distance from Origin,1,1872,
734.771,µm,Surface,Distance from Origin,1,1875,
694.983,µm,Surface,Distance from Origin,1,1878,
710.777,µm,Surface,Distance from Origin,1,1879,
716.886,µm,Surface,Distance from Origin,1,1882,
683.99,µm,Surface,Distance from Origin,1,1885,
685.069,µm,Surface,Distance from Origin,1,1886,
733.624,µm,Surface,Distance from Origin,1,1887,
683.466,µm,Surface,Distance from Origin,1,1890,
692.372,µm,Surface,Distance from Origin,1,1891,
682.326,µm,Surface,Distance from Origin,1,1892,
692.878,µm,Surface,Distance from Origin,1,1897,
668.011,µm,Surface,Distance from Origin,1,1901,
651.241,µm,Surface,Distance from Origin,1,1904,
680.873,µm,Surface,Distance from Origin,1,1906,
699.846,µm,Surface,Distance from Origin,1,1907,
676.818,µm,Surface,Distance from Origin,1,1917,
686.145,µm,Surface,Distance from Origin,1,1920,
642.161,µm,Surface,Distance from Origin,1,1922,
643.101,µm,Surface,Distance from Origin,1,1936,
664.643,µm,Surface,Distance from Origin,1,1939,
632.619,µm,Surface,Distance from Origin,1,1941,
651.183,µm,Surface,Distance from Origin,1,1943,
617.652,µm,Surface,Distance from Origin,1,1948,
619.456,µm,Surface,Distance from Origin,1,1949,
622.257,µm,Surface,Distance from Origin,1,1952,
614.696,µm,Surface,Distance from Origin,1,1955,
615.064,µm,Surface,Distance from Origin,1,1956,
646.511,µm,Surface,Distance from Origin,1,1966,
724.689,µm,Surface,Distance from Origin,1,1969,
645.352,µm,Surface,Distance from Origin,1,1970,
623.952,µm,Surface,Distance from Origin,1,1974,
693.38,µm,Surface,Distance from Origin,1,1977,
601.875,µm,Surface,Distance from Origin,1,1988,
633.443,µm,Surface,Distance from Origin,1,1990,
605.574,µm,Surface,Distance from Origin,1,1992,
700.78,µm,Surface,Distance from Origin,1,1993,
664.225,µm,Surface,Distance from Origin,1,1997,
663.211,µm,Surface,Distance from Origin,1,2001,
597.516,µm,Surface,Distance from Origin,1,2006,
639.72,µm,Surface,Distance from Origin,1,2010,
697.055,µm,Surface,Distance from Origin,1,2013,
659.495,µm,Surface,Distance from Origin,1,2016,
659.503,µm,Surface,Distance from Origin,1,2020,
681.192,µm,Surface,Distance from Origin,1,2021,
657.164,µm,Surface,Distance from Origin,1,2023,
633.438,µm,Surface,Distance from Origin,1,2025,
669.898,µm,Surface,Distance from Origin,1,2026,
630.808,µm,Surface,Distance from Origin,1,2030,
699.682,µm,Surface,Distance from Origin,1,2031,
622.704,µm,Surface,Distance from Origin,1,2035,
593.258,µm,Surface,Distance from Origin,1,2040,
580.865,µm,Surface,Distance from Origin,1,2050,
626.404,µm,Surface,Distance from Origin,1,2051,
612.123,µm,Surface,Distance from Origin,1,2052,
604.965,µm,Surface,Distance from Origin,1,2054,
584.333,µm,Surface,Distance from Origin,1,2055,
597.539,µm,Surface,Distance from Origin,1,2058,
607.629,µm,Surface,Distance from Origin,1,2061,
611.086,µm,Surface,Distance from Origin,1,2064,
569.829,µm,Surface,Distance from Origin,1,2065,
646.03,µm,Surface,Distance from Origin,1,2068,
645.766,µm,Surface,Distance from Origin,1,2070,
569.233,µm,Surface,Distance from Origin,1,2074,
571.976,µm,Surface,Distance from Origin,1,2076,
596.69,µm,Surface,Distance from Origin,1,2079,
557.986,µm,Surface,Distance from Origin,1,2090,
572.603,µm,Surface,Distance from Origin,1,2092,
