
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
1.55698,µm^3,Surface,1,1680,
0.256201,µm^3,Surface,1,1686,
0.514515,µm^3,Surface,1,1689,
4.95805,µm^3,Surface,1,1692,
1.85976,µm^3,Surface,1,1715,
8.00348,µm^3,Surface,1,1716,
3.21136,µm^3,Surface,1,1718,
0.717307,µm^3,Surface,1,1722,
0.245799,µm^3,Surface,1,1739,
6.57393,µm^3,Surface,1,1742,
4.97865,µm^3,Surface,1,1743,
0.873318,µm^3,Surface,1,1752,
2.5829,µm^3,Surface,1,1754,
0.919371,µm^3,Surface,1,1757,
1.03119,µm^3,Surface,1,1759,
5.17258,µm^3,Surface,1,1761,
3.11438,µm^3,Surface,1,1762,
0.793563,µm^3,Surface,1,1763,
0.406763,µm^3,Surface,1,1779,
0.524176,µm^3,Surface,1,1784,
22.4987,µm^3,Surface,1,1786,
0.792805,µm^3,Surface,1,1791,
0.842839,µm^3,Surface,1,1792,
0.324832,µm^3,Surface,1,1794,
1.11889,µm^3,Surface,1,1802,
0.462878,µm^3,Surface,1,1808,
2.41677,µm^3,Surface,1,1812,
1.08182,µm^3,Surface,1,1815,
0.314842,µm^3,Surface,1,1816,
0.282937,µm^3,Surface,1,1820,
9.66277,µm^3,Surface,1,1832,
0.334915,µm^3,Surface,1,1835,
3.92652,µm^3,Surface,1,1845,
0.338566,µm^3,Surface,1,1846,
4.68806,µm^3,Surface,1,1848,
3.72442,µm^3,Surface,1,1856,
1.27417,µm^3,Surface,1,1860,
0.296322,µm^3,Surface,1,1866,
0.706072,µm^3,Surface,1,1867,
4.36565,µm^3,Surface,1,1868,
1.2058,µm^3,Surface,1,1871,
0.473126,µm^3,Surface,1,1872,
1.6259,µm^3,Surface,1,1875,
3.07174,µm^3,Surface,1,1878,
0.341731,µm^3,Surface,1,1879,
10.4404,µm^3,Surface,1,1882,
9.23102,µm^3,Surface,1,1885,
2.97564,µm^3,Surface,1,1886,
5.07879,µm^3,Surface,1,1887,
6.95419,µm^3,Surface,1,1890,
0.305014,µm^3,Surface,1,1891,
2.86058,µm^3,Surface,1,1892,
0.228722,µm^3,Surface,1,1897,
0.394768,µm^3,Surface,1,1901,
3.74569,µm^3,Surface,1,1904,
1.21074,µm^3,Surface,1,1906,
1.97294,µm^3,Surface,1,1907,
0.310151,µm^3,Surface,1,1917,
0.355226,µm^3,Surface,1,1920,
3.66,µm^3,Surface,1,1922,
0.424323,µm^3,Surface,1,1936,
2.76338,µm^3,Surface,1,1939,
7.57585,µm^3,Surface,1,1941,
3.3155,µm^3,Surface,1,1943,
0.58193,µm^3,Surface,1,1948,
3.30248,µm^3,Surface,1,1949,
1.95251,µm^3,Surface,1,1952,
0.738914,µm^3,Surface,1,1955,
3.12337,µm^3,Surface,1,1956,
0.389588,µm^3,Surface,1,1966,
0.693432,µm^3,Surface,1,1969,
1.87824,µm^3,Surface,1,1970,
11.7712,µm^3,Surface,1,1974,
0.494068,µm^3,Surface,1,1977,
0.479735,µm^3,Surface,1,1988,
8.14311,µm^3,Surface,1,1990,
2.38883,µm^3,Surface,1,1992,
1.39439,µm^3,Surface,1,1993,
1.90441,µm^3,Surface,1,1997,
1.03299,µm^3,Surface,1,2001,
0.54954,µm^3,Surface,1,2006,
0.930351,µm^3,Surface,1,2010,
0.394277,µm^3,Surface,1,2013,
1.77696,µm^3,Surface,1,2016,
1.21152,µm^3,Surface,1,2020,
0.300861,µm^3,Surface,1,2021,
0.625647,µm^3,Surface,1,2023,
0.303652,µm^3,Surface,1,2025,
0.309029,µm^3,Surface,1,2026,
2.27906,µm^3,Surface,1,2030,
0.303909,µm^3,Surface,1,2031,
0.278374,µm^3,Surface,1,2035,
0.997403,µm^3,Surface,1,2040,
0.469607,µm^3,Surface,1,2050,
2.02234,µm^3,Surface,1,2051,
0.285352,µm^3,Surface,1,2052,
0.820067,µm^3,Surface,1,2054,
0.568768,µm^3,Surface,1,2055,
0.254033,µm^3,Surface,1,2058,
0.300252,µm^3,Surface,1,2061,
0.486635,µm^3,Surface,1,2064,
0.294156,µm^3,Surface,1,2065,
6.35663,µm^3,Surface,1,2068,
2.80795,µm^3,Surface,1,2070,
3.64503,µm^3,Surface,1,2074,
1.89886,µm^3,Surface,1,2076,
0.321117,µm^3,Surface,1,2079,
3.22797,µm^3,Surface,1,2090,
0.359891,µm^3,Surface,1,2092,
0.912612,µm^3,Surface,1,2094,
