
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.118923,,Surface,1,1137,
0.782716,,Surface,1,1144,
0.683193,,Surface,1,1145,
0.542338,,Surface,1,1148,
0.428377,,Surface,1,1163,
0.28316,,Surface,1,1166,
0.546837,,Surface,1,1169,
0.508304,,Surface,1,1171,
0.73762,,Surface,1,1173,
0.649254,,Surface,1,1177,
0.274223,,Surface,1,1184,
0.709931,,Surface,1,1189,
0.447104,,Surface,1,1191,
0.579657,,Surface,1,1193,
0.618819,,Surface,1,1198,
0.566331,,Surface,1,1200,
0.358213,,Surface,1,1202,
0.536932,,Surface,1,1203,
0.527515,,Surface,1,1212,
0.695272,,Surface,1,1217,
0.732885,,Surface,1,1223,
0.665764,,Surface,1,1224,
0.468144,,Surface,1,1226,
0.587746,,Surface,1,1231,
0.616453,,Surface,1,1236,
0.60476,,Surface,1,1237,
0.77767,,Surface,1,1240,
0.464535,,Surface,1,1241,
0.716799,,Surface,1,1242,
0.280074,,Surface,1,1247,
0.487867,,Surface,1,1249,
0.449881,,Surface,1,1250,
0.389319,,Surface,1,1251,
0.584805,,Surface,1,1253,
0.272936,,Surface,1,1254,
0.48726,,Surface,1,1256,
0.477798,,Surface,1,1264,
0.577801,,Surface,1,1267,
0.764102,,Surface,1,1275,
0.556621,,Surface,1,1277,
0.681838,,Surface,1,1278,
0.515061,,Surface,1,1280,
0.793119,,Surface,1,1282,
0.574446,,Surface,1,1283,
0.485211,,Surface,1,1285,
0.427406,,Surface,1,1288,
0.633464,,Surface,1,1292,
0.331034,,Surface,1,1297,
0.380455,,Surface,1,1300,
0.444817,,Surface,1,1303,
0.232151,,Surface,1,1306,
0.38909,,Surface,1,1307,
0.710818,,Surface,1,1310,
0.591648,,Surface,1,1312,
0.691677,,Surface,1,1321,
0.589054,,Surface,1,1323,
0.426974,,Surface,1,1332,
0.468715,,Surface,1,1334,
0.325623,,Surface,1,1341,
0.771318,,Surface,1,1348,
0.624019,,Surface,1,1350,
0.785737,,Surface,1,1353,
0.563857,,Surface,1,1356,
0.737198,,Surface,1,1358,
0.637214,,Surface,1,1359,
0.540505,,Surface,1,1360,
0.705365,,Surface,1,1365,
0.587394,,Surface,1,1369,
0.481666,,Surface,1,1371,
0.457332,,Surface,1,1383,
0.783101,,Surface,1,1388,
0.706539,,Surface,1,1392,
0.498191,,Surface,1,1395,
0.501178,,Surface,1,1399,
0.833057,,Surface,1,1400,
0.311212,,Surface,1,1401,
0.71618,,Surface,1,1406,
0.439393,,Surface,1,1408,
0.72258,,Surface,1,1410,
0.637142,,Surface,1,1411,
0.446515,,Surface,1,1422,
0.17837,,Surface,1,1428,
0.480525,,Surface,1,1429,
0.402296,,Surface,1,1441,
0.650448,,Surface,1,1464,
0.481649,,Surface,1,1467,
0.420731,,Surface,1,1470,
0.725836,,Surface,1,1475,
0.266425,,Surface,1,1488,
0.50109,,Surface,1,1494,
0.246757,,Surface,1,1501,
0.245383,,Surface,1,1502,
0.819644,,Surface,1,1503,
0.650612,,Surface,1,1504,
0.518992,,Surface,1,1508,
0.588301,,Surface,1,1510,
0.446117,,Surface,1,1512,
0.47858,,Surface,1,1515,
0.564678,,Surface,1,1516,
0.549465,,Surface,1,1517,
0.725142,,Surface,1,1518,
0.555398,,Surface,1,1521,
0.546061,,Surface,1,1525,
0.517521,,Surface,1,1527,
0.468937,,Surface,1,1528,
0.587181,,Surface,1,1529,
0.677743,,Surface,1,1534,
0.556802,,Surface,1,1535,
0.702075,,Surface,1,1537,
0.306477,,Surface,1,1540,
0.585569,,Surface,1,1542,
0.685309,,Surface,1,1545,
0.520059,,Surface,1,1546,
0.571015,,Surface,1,1547,
0.495115,,Surface,1,1549,
0.162271,,Surface,1,1554,
0.156179,,Surface,1,1555,
0.602783,,Surface,1,1556,
0.516952,,Surface,1,1565,
0.24537,,Surface,1,1566,
0.391751,,Surface,1,1569,
0.528431,,Surface,1,1574,
0.303575,,Surface,1,1575,
0.636813,,Surface,1,1577,
0.676432,,Surface,1,1578,
0.39529,,Surface,1,1579,
0.138146,,Surface,1,1580,
0.637569,,Surface,1,1584,
0.371234,,Surface,1,1597,
0.562364,,Surface,1,1599,
0.247776,,Surface,1,1602,
0.697365,,Surface,1,1607,
0.698318,,Surface,1,1609,
0.299053,,Surface,1,1610,
0.324686,,Surface,1,1619,
0.548188,,Surface,1,1621,
0.295309,,Surface,1,1632,
0.32655,,Surface,1,1635,
0.470518,,Surface,1,1647,
0.583787,,Surface,1,1656,
0.550043,,Surface,1,1657,
0.718218,,Surface,1,1659,
