
Position Y
 ==================== 
Position Y,Unit,Category,Collection,Time,ID,
717.337,µm,Surface,Position,1,1969,
612.64,µm,Surface,Position,1,1970,
580.182,µm,Surface,Position,1,1974,
681.05,µm,Surface,Position,1,1977,
556.931,µm,Surface,Position,1,1988,
607.323,µm,Surface,Position,1,1990,
566.482,µm,Surface,Position,1,1992,
695.554,µm,Surface,Position,1,1993,
652.413,µm,Surface,Position,1,1997,
653.002,µm,Surface,Position,1,2001,
564.206,µm,Surface,Position,1,2006,
626.521,µm,Surface,Position,1,2010,
694.05,µm,Surface,Position,1,2013,
651.932,µm,Surface,Position,1,2016,
651.504,µm,Surface,Position,1,2020,
678.06,µm,Surface,Position,1,2021,
650.163,µm,Surface,Position,1,2023,
620.945,µm,Surface,Position,1,2025,
666.004,µm,Surface,Position,1,2026,
620.903,µm,Surface,Position,1,2030,
698.609,µm,Surface,Position,1,2031,
612.57,µm,Surface,Position,1,2035,
579.028,µm,Surface,Position,1,2040,
565.668,µm,Surface,Position,1,2050,
622.849,µm,Surface,Position,1,2051,
606.564,µm,Surface,Position,1,2052,
597.634,µm,Surface,Position,1,2054,
571.67,µm,Surface,Position,1,2055,
590.891,µm,Surface,Position,1,2058,
602.242,µm,Surface,Position,1,2061,
605.674,µm,Surface,Position,1,2064,
557.657,µm,Surface,Position,1,2065,
645.422,µm,Surface,Position,1,2068,
645.1,µm,Surface,Position,1,2070,
560.6,µm,Surface,Position,1,2074,
562.498,µm,Surface,Position,1,2076,
594.019,µm,Surface,Position,1,2079,
551.502,µm,Surface,Position,1,2090,
570.574,µm,Surface,Position,1,2092,
581.723,µm,Surface,Position,1,2094,
557.499,µm,Surface,Position,1,2096,
551.768,µm,Surface,Position,1,2097,
551.329,µm,Surface,Position,1,2099,
572.474,µm,Surface,Position,1,2101,
550.454,µm,Surface,Position,1,2103,
694.472,µm,Surface,Position,1,2106,
697.347,µm,Surface,Position,1,2108,
699.015,µm,Surface,Position,1,2113,
611.182,µm,Surface,Position,1,2114,
613.087,µm,Surface,Position,1,2115,
627.242,µm,Surface,Position,1,2133,
596.337,µm,Surface,Position,1,2138,
588.491,µm,Surface,Position,1,2147,
588.211,µm,Surface,Position,1,2150,
669.438,µm,Surface,Position,1,2156,
580.78,µm,Surface,Position,1,2158,
705.676,µm,Surface,Position,1,2159,
572.974,µm,Surface,Position,1,2160,
672.27,µm,Surface,Position,1,2161,
673.219,µm,Surface,Position,1,2164,
673.528,µm,Surface,Position,1,2166,
648.005,µm,Surface,Position,1,2168,
671.76,µm,Surface,Position,1,2170,
577.413,µm,Surface,Position,1,2171,
625.947,µm,Surface,Position,1,2173,
632.264,µm,Surface,Position,1,2174,
603.5,µm,Surface,Position,1,2176,
626.324,µm,Surface,Position,1,2181,
577.534,µm,Surface,Position,1,2187,
610.546,µm,Surface,Position,1,2189,
614.018,µm,Surface,Position,1,2193,
549.285,µm,Surface,Position,1,2204,
606.997,µm,Surface,Position,1,2210,
697.321,µm,Surface,Position,1,2214,
588.18,µm,Surface,Position,1,2216,
576.44,µm,Surface,Position,1,2225,
545.721,µm,Surface,Position,1,2234,
578.084,µm,Surface,Position,1,2235,
591.547,µm,Surface,Position,1,2257,
565.837,µm,Surface,Position,1,2258,
627.345,µm,Surface,Position,1,2259,
555.805,µm,Surface,Position,1,2260,
619.687,µm,Surface,Position,1,2263,
611.777,µm,Surface,Position,1,2264,
562.424,µm,Surface,Position,1,2265,
622.51,µm,Surface,Position,1,2266,
719.146,µm,Surface,Position,1,2275,
591.735,µm,Surface,Position,1,2276,
588.731,µm,Surface,Position,1,2284,
598.2,µm,Surface,Position,1,2294,
554.527,µm,Surface,Position,1,2299,
661.435,µm,Surface,Position,1,2307,
645.125,µm,Surface,Position,1,2310,
560.037,µm,Surface,Position,1,2314,
575.238,µm,Surface,Position,1,2317,
542.607,µm,Surface,Position,1,2318,
718.651,µm,Surface,Position,1,2319,
567.982,µm,Surface,Position,1,2320,
634.54,µm,Surface,Position,1,2331,
713.072,µm,Surface,Position,1,2332,
609.61,µm,Surface,Position,1,2337,
637.387,µm,Surface,Position,1,2339,
692.121,µm,Surface,Position,1,2354,
679.528,µm,Surface,Position,1,2368,
678.767,µm,Surface,Position,1,2369,
699.374,µm,Surface,Position,1,2375,
693.274,µm,Surface,Position,1,2380,
560.39,µm,Surface,Position,1,2398,
563.109,µm,Surface,Position,1,2403,
634.545,µm,Surface,Position,1,2405,
630.381,µm,Surface,Position,1,2409,
578.782,µm,Surface,Position,1,2420,
633.076,µm,Surface,Position,1,2422,
598.383,µm,Surface,Position,1,2426,
597.335,µm,Surface,Position,1,2428,
567.974,µm,Surface,Position,1,2434,
553.848,µm,Surface,Position,1,2438,
578.738,µm,Surface,Position,1,2439,
634.744,µm,Surface,Position,1,2440,
564.563,µm,Surface,Position,1,2441,
594.591,µm,Surface,Position,1,2442,
588.98,µm,Surface,Position,1,2444,
596.506,µm,Surface,Position,1,2453,
557.345,µm,Surface,Position,1,2458,
566.635,µm,Surface,Position,1,2464,
566.492,µm,Surface,Position,1,2469,
553.824,µm,Surface,Position,1,2476,
360.174,µm,Surface,Position,1,2484,
539.72,µm,Surface,Position,1,2489,
565.782,µm,Surface,Position,1,2494,
180.39,µm,Surface,Position,1,2495,
361.07,µm,Surface,Position,1,2496,
359.85,µm,Surface,Position,1,2497,
539.821,µm,Surface,Position,1,2498,
540.788,µm,Surface,Position,1,2499,
