
Area
 ==================== 
Area,Unit,Category,Time,ID,
245.877,µm^2,Surface,1,538,
434.041,µm^2,Surface,1,539,
300.098,µm^2,Surface,1,540,
278.326,µm^2,Surface,1,541,
236.32,µm^2,Surface,1,542,
256.736,µm^2,Surface,1,545,
244.805,µm^2,Surface,1,546,
360.371,µm^2,Surface,1,548,
254.799,µm^2,Surface,1,551,
289.354,µm^2,Surface,1,552,
339.87,µm^2,Surface,1,554,
289.782,µm^2,Surface,1,556,
384.135,µm^2,Surface,1,561,
262.294,µm^2,Surface,1,562,
323.676,µm^2,Surface,1,563,
321.808,µm^2,Surface,1,565,
280.64,µm^2,Surface,1,567,
145.103,µm^2,Surface,1,568,
256.298,µm^2,Surface,1,570,
291.965,µm^2,Surface,1,572,
297.987,µm^2,Surface,1,573,
263.85,µm^2,Surface,1,574,
154.444,µm^2,Surface,1,576,
256.472,µm^2,Surface,1,580,
295.812,µm^2,Surface,1,581,
400.303,µm^2,Surface,1,582,
289.972,µm^2,Surface,1,583,
265.631,µm^2,Surface,1,584,
394.676,µm^2,Surface,1,588,
274.537,µm^2,Surface,1,590,
251.786,µm^2,Surface,1,592,
288.013,µm^2,Surface,1,594,
365.019,µm^2,Surface,1,596,
188.899,µm^2,Surface,1,601,
338.646,µm^2,Surface,1,602,
331.185,µm^2,Surface,1,603,
283.622,µm^2,Surface,1,604,
319.216,µm^2,Surface,1,607,
305.16,µm^2,Surface,1,608,
393.129,µm^2,Surface,1,609,
354.035,µm^2,Surface,1,610,
179.842,µm^2,Surface,1,611,
431.844,µm^2,Surface,1,612,
150.294,µm^2,Surface,1,613,
290.4,µm^2,Surface,1,614,
290.421,µm^2,Surface,1,616,
277.514,µm^2,Surface,1,617,
236.086,µm^2,Surface,1,619,
257.782,µm^2,Surface,1,625,
257.494,µm^2,Surface,1,627,
244.208,µm^2,Surface,1,628,
224.712,µm^2,Surface,1,629,
213.409,µm^2,Surface,1,630,
222.592,µm^2,Surface,1,631,
330.183,µm^2,Surface,1,632,
219.241,µm^2,Surface,1,634,
374.971,µm^2,Surface,1,636,
223.234,µm^2,Surface,1,638,
385.44,µm^2,Surface,1,640,
240.318,µm^2,Surface,1,641,
294.397,µm^2,Surface,1,643,
320.065,µm^2,Surface,1,644,
330.082,µm^2,Surface,1,646,
290.802,µm^2,Surface,1,647,
316.952,µm^2,Surface,1,651,
294.84,µm^2,Surface,1,652,
0.126926,µm^2,Surface,1,653,
236.346,µm^2,Surface,1,654,
289.02,µm^2,Surface,1,658,
284.45,µm^2,Surface,1,660,
338.03,µm^2,Surface,1,662,
322.421,µm^2,Surface,1,663,
266.878,µm^2,Surface,1,664,
291.656,µm^2,Surface,1,666,
292.769,µm^2,Surface,1,669,
182.94,µm^2,Surface,1,672,
289.568,µm^2,Surface,1,673,
133.108,µm^2,Surface,1,674,
291.537,µm^2,Surface,1,675,
252.611,µm^2,Surface,1,676,
243.808,µm^2,Surface,1,678,
188.452,µm^2,Surface,1,679,
246.522,µm^2,Surface,1,680,
317.315,µm^2,Surface,1,682,
442.779,µm^2,Surface,1,684,
101.599,µm^2,Surface,1,685,
248.451,µm^2,Surface,1,686,
198.403,µm^2,Surface,1,687,
256.23,µm^2,Surface,1,688,
468.105,µm^2,Surface,1,690,
311.625,µm^2,Surface,1,691,
326.187,µm^2,Surface,1,693,
272.223,µm^2,Surface,1,694,
358.545,µm^2,Surface,1,697,
218.419,µm^2,Surface,1,699,
424.978,µm^2,Surface,1,700,
297.124,µm^2,Surface,1,701,
182.145,µm^2,Surface,1,702,
342.998,µm^2,Surface,1,703,
235.012,µm^2,Surface,1,706,
218.524,µm^2,Surface,1,709,
281.765,µm^2,Surface,1,710,
394.725,µm^2,Surface,1,711,
281.639,µm^2,Surface,1,712,
307.329,µm^2,Surface,1,713,
434.983,µm^2,Surface,1,717,
242.591,µm^2,Surface,1,719,
242.935,µm^2,Surface,1,720,
298.494,µm^2,Surface,1,721,
318.981,µm^2,Surface,1,723,
355.934,µm^2,Surface,1,725,
457.369,µm^2,Surface,1,728,
306.686,µm^2,Surface,1,730,
298.531,µm^2,Surface,1,731,
249.935,µm^2,Surface,1,736,
175.271,µm^2,Surface,1,737,
341.719,µm^2,Surface,1,739,
199.632,µm^2,Surface,1,741,
209.871,µm^2,Surface,1,744,
234.321,µm^2,Surface,1,747,
352.888,µm^2,Surface,1,751,
299.722,µm^2,Surface,1,752,
272.49,µm^2,Surface,1,753,
310.788,µm^2,Surface,1,754,
425.12,µm^2,Surface,1,755,
376.472,µm^2,Surface,1,757,
141.123,µm^2,Surface,1,758,
244.595,µm^2,Surface,1,759,
402.347,µm^2,Surface,1,761,
203.366,µm^2,Surface,1,766,
302.02,µm^2,Surface,1,772,
176.406,µm^2,Surface,1,773,
289.936,µm^2,Surface,1,774,
274.57,µm^2,Surface,1,775,
334.022,µm^2,Surface,1,776,
419.4,µm^2,Surface,1,780,
370.629,µm^2,Surface,1,786,
276.69,µm^2,Surface,1,787,
358.789,µm^2,Surface,1,788,
195.5,µm^2,Surface,1,791,
302.968,µm^2,Surface,1,794,
363.005,µm^2,Surface,1,797,
395.612,µm^2,Surface,1,798,
316.284,µm^2,Surface,1,799,
254.804,µm^2,Surface,1,800,
254.928,µm^2,Surface,1,801,
264.644,µm^2,Surface,1,802,
195.067,µm^2,Surface,1,803,
152.255,µm^2,Surface,1,804,
246.787,µm^2,Surface,1,805,
229.103,µm^2,Surface,1,810,
282.463,µm^2,Surface,1,811,
286.937,µm^2,Surface,1,812,
210.772,µm^2,Surface,1,813,
332.243,µm^2,Surface,1,814,
242.136,µm^2,Surface,1,816,
303.391,µm^2,Surface,1,818,
288.054,µm^2,Surface,1,819,
375.963,µm^2,Surface,1,822,
186.171,µm^2,Surface,1,823,
345.702,µm^2,Surface,1,824,
271.211,µm^2,Surface,1,825,
294.616,µm^2,Surface,1,826,
353.48,µm^2,Surface,1,827,
214.108,µm^2,Surface,1,828,
309.158,µm^2,Surface,1,831,
400.328,µm^2,Surface,1,834,
383.218,µm^2,Surface,1,835,
324.528,µm^2,Surface,1,836,
273.06,µm^2,Surface,1,838,
287.329,µm^2,Surface,1,840,
153.275,µm^2,Surface,1,841,
388.029,µm^2,Surface,1,843,
245.875,µm^2,Surface,1,844,
295.708,µm^2,Surface,1,846,
235.895,µm^2,Surface,1,848,
293.879,µm^2,Surface,1,849,
362.05,µm^2,Surface,1,851,
196.77,µm^2,Surface,1,852,
283.105,µm^2,Surface,1,853,
278.895,µm^2,Surface,1,854,
334.899,µm^2,Surface,1,855,
166.801,µm^2,Surface,1,856,
237.014,µm^2,Surface,1,857,
368.33,µm^2,Surface,1,859,
373.063,µm^2,Surface,1,861,
292.463,µm^2,Surface,1,862,
348.504,µm^2,Surface,1,863,
283.917,µm^2,Surface,1,866,
335.842,µm^2,Surface,1,867,
249.395,µm^2,Surface,1,869,
268.003,µm^2,Surface,1,871,
328.466,µm^2,Surface,1,872,
198.927,µm^2,Surface,1,873,
284.27,µm^2,Surface,1,875,
326.286,µm^2,Surface,1,877,
305.34,µm^2,Surface,1,878,
358.826,µm^2,Surface,1,879,
143.46,µm^2,Surface,1,880,
383.494,µm^2,Surface,1,881,
323.77,µm^2,Surface,1,882,
294.851,µm^2,Surface,1,886,
430.953,µm^2,Surface,1,887,
237.241,µm^2,Surface,1,888,
290.023,µm^2,Surface,1,890,
264.267,µm^2,Surface,1,891,
460.038,µm^2,Surface,1,892,
222.289,µm^2,Surface,1,893,
386.845,µm^2,Surface,1,894,
273.921,µm^2,Surface,1,895,
256.847,µm^2,Surface,1,896,
265.013,µm^2,Surface,1,898,
280.507,µm^2,Surface,1,900,
276.945,µm^2,Surface,1,902,
279.909,µm^2,Surface,1,903,
383.732,µm^2,Surface,1,905,
192.059,µm^2,Surface,1,906,
144.354,µm^2,Surface,1,911,
207.481,µm^2,Surface,1,912,
162.592,µm^2,Surface,1,914,
329.519,µm^2,Surface,1,915,
424.629,µm^2,Surface,1,917,
276.185,µm^2,Surface,1,920,
199.878,µm^2,Surface,1,921,
427.153,µm^2,Surface,1,923,
250.854,µm^2,Surface,1,924,
306.58,µm^2,Surface,1,925,
243.382,µm^2,Surface,1,926,
473.981,µm^2,Surface,1,927,
259.336,µm^2,Surface,1,929,
282.783,µm^2,Surface,1,930,
238.939,µm^2,Surface,1,932,
360.454,µm^2,Surface,1,939,
344.384,µm^2,Surface,1,942,
361.86,µm^2,Surface,1,944,
159.783,µm^2,Surface,1,945,
413.072,µm^2,Surface,1,947,
360.536,µm^2,Surface,1,948,
386.42,µm^2,Surface,1,952,
309.238,µm^2,Surface,1,955,
213.003,µm^2,Surface,1,957,
193.348,µm^2,Surface,1,958,
322.381,µm^2,Surface,1,961,
252.894,µm^2,Surface,1,963,
476.969,µm^2,Surface,1,964,
269.187,µm^2,Surface,1,966,
254.665,µm^2,Surface,1,969,
189.087,µm^2,Surface,1,972,
259.288,µm^2,Surface,1,973,
250.262,µm^2,Surface,1,974,
341.523,µm^2,Surface,1,975,
248.822,µm^2,Surface,1,976,
375.974,µm^2,Surface,1,977,
468.237,µm^2,Surface,1,978,
291.371,µm^2,Surface,1,979,
191.049,µm^2,Surface,1,980,
314.444,µm^2,Surface,1,981,
286.386,µm^2,Surface,1,982,
463.372,µm^2,Surface,1,984,
292.359,µm^2,Surface,1,985,
399.304,µm^2,Surface,1,986,
172.537,µm^2,Surface,1,987,
272.691,µm^2,Surface,1,988,
288.656,µm^2,Surface,1,989,
399.123,µm^2,Surface,1,990,
160.628,µm^2,Surface,1,992,
267.392,µm^2,Surface,1,994,
176.477,µm^2,Surface,1,996,
282.118,µm^2,Surface,1,1000,
