
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
18.765,14892.4,µm^3,Cumulative Volume Outside,Image 1,1,,
19.035,15034.3,µm^3,Cumulative Volume Outside,Image 1,1,,
19.305,15177.1,µm^3,Cumulative Volume Outside,Image 1,1,,
19.575,15316.9,µm^3,Cumulative Volume Outside,Image 1,1,,
19.845,15452.3,µm^3,Cumulative Volume Outside,Image 1,1,,
20.115,15580.9,µm^3,Cumulative Volume Outside,Image 1,1,,
20.385,15701.2,µm^3,Cumulative Volume Outside,Image 1,1,,
20.655,15809.5,µm^3,Cumulative Volume Outside,Image 1,1,,
20.925,15907,µm^3,Cumulative Volume Outside,Image 1,1,,
21.195,15994.6,µm^3,Cumulative Volume Outside,Image 1,1,,
21.465,16071,µm^3,Cumulative Volume Outside,Image 1,1,,
21.735,16137.3,µm^3,Cumulative Volume Outside,Image 1,1,,
22.005,16195.3,µm^3,Cumulative Volume Outside,Image 1,1,,
22.275,16246.2,µm^3,Cumulative Volume Outside,Image 1,1,,
22.545,16290.3,µm^3,Cumulative Volume Outside,Image 1,1,,
22.815,16328.9,µm^3,Cumulative Volume Outside,Image 1,1,,
