
Position Z
 ==================== 
Position Z,Unit,Category,Collection,Time,ID,
31.468,µm,Surface,Position,1,7046,
19.5355,µm,Surface,Position,1,7047,
15.3519,µm,Surface,Position,1,7048,
15.125,µm,Surface,Position,1,7049,
29.1532,µm,Surface,Position,1,7050,
11.5005,µm,Surface,Position,1,7051,
26.1611,µm,Surface,Position,1,7052,
22.8879,µm,Surface,Position,1,7053,
19.4883,µm,Surface,Position,1,7056,
21.1618,µm,Surface,Position,1,7057,
10.4688,µm,Surface,Position,1,7058,
18.9232,µm,Surface,Position,1,7060,
23.5655,µm,Surface,Position,1,7061,
20.3992,µm,Surface,Position,1,7062,
18.0987,µm,Surface,Position,1,7063,
19.1967,µm,Surface,Position,1,7064,
31.0833,µm,Surface,Position,1,7065,
22.7423,µm,Surface,Position,1,7066,
24.6923,µm,Surface,Position,1,7067,
22.0974,µm,Surface,Position,1,7068,
13.2297,µm,Surface,Position,1,7069,
17.0174,µm,Surface,Position,1,7070,
20.8634,µm,Surface,Position,1,7071,
17.125,µm,Surface,Position,1,7072,
13.8054,µm,Surface,Position,1,7073,
21.1763,µm,Surface,Position,1,7075,
27.0643,µm,Surface,Position,1,7076,
23.1017,µm,Surface,Position,1,7077,
17.2974,µm,Surface,Position,1,7078,
13.4718,µm,Surface,Position,1,7079,
11.1445,µm,Surface,Position,1,7080,
19.8758,µm,Surface,Position,1,7081,
26.1719,µm,Surface,Position,1,7082,
12.4651,µm,Surface,Position,1,7083,
21.4321,µm,Surface,Position,1,7084,
28.5536,µm,Surface,Position,1,7085,
11.125,µm,Surface,Position,1,7087,
20.6144,µm,Surface,Position,1,7088,
22.6958,µm,Surface,Position,1,7089,
19.0598,µm,Surface,Position,1,7090,
18.5179,µm,Surface,Position,1,7091,
20.9285,µm,Surface,Position,1,7092,
26.0583,µm,Surface,Position,1,7093,
20.9432,µm,Surface,Position,1,7094,
22.7983,µm,Surface,Position,1,7095,
16.7031,µm,Surface,Position,1,7096,
18.3274,µm,Surface,Position,1,7097,
23.9293,µm,Surface,Position,1,7098,
26.2266,µm,Surface,Position,1,7099,
20.6968,µm,Surface,Position,1,7101,
14.2224,µm,Surface,Position,1,7103,
27.1028,µm,Surface,Position,1,7104,
22.225,µm,Surface,Position,1,7105,
31.625,µm,Surface,Position,1,7106,
25.3017,µm,Surface,Position,1,7107,
11.8903,µm,Surface,Position,1,7108,
31.625,µm,Surface,Position,1,7109,
24.652,µm,Surface,Position,1,7110,
23.5793,µm,Surface,Position,1,7112,
20.1396,µm,Surface,Position,1,7114,
13.1554,µm,Surface,Position,1,7115,
14.5278,µm,Surface,Position,1,7116,
21.1571,µm,Surface,Position,1,7117,
23.075,µm,Surface,Position,1,7119,
12.6047,µm,Surface,Position,1,7120,
16.3098,µm,Surface,Position,1,7121,
19.375,µm,Surface,Position,1,7122,
14.7979,µm,Surface,Position,1,7123,
15.6921,µm,Surface,Position,1,7124,
23.4999,µm,Surface,Position,1,7125,
18.9115,µm,Surface,Position,1,7126,
14.875,µm,Surface,Position,1,7127,
10.1557,µm,Surface,Position,1,7128,
21.9735,µm,Surface,Position,1,7130,
28.875,µm,Surface,Position,1,7132,
28.2193,µm,Surface,Position,1,7133,
22.6809,µm,Surface,Position,1,7134,
18.3618,µm,Surface,Position,1,7136,
14.7951,µm,Surface,Position,1,7137,
15.375,µm,Surface,Position,1,7138,
10.8919,µm,Surface,Position,1,7139,
12.0625,µm,Surface,Position,1,7140,
23.375,µm,Surface,Position,1,7141,
20,µm,Surface,Position,1,7142,
21.9943,µm,Surface,Position,1,7143,
18.2615,µm,Surface,Position,1,7144,
25.9878,µm,Surface,Position,1,7145,
25.9583,µm,Surface,Position,1,7146,
29.7703,µm,Surface,Position,1,7147,
16.1684,µm,Surface,Position,1,7148,
16.7883,µm,Surface,Position,1,7149,
22.1823,µm,Surface,Position,1,7151,
23.5,µm,Surface,Position,1,7152,
25.25,µm,Surface,Position,1,7154,
15.6716,µm,Surface,Position,1,7155,
20.6031,µm,Surface,Position,1,7156,
19.9728,µm,Surface,Position,1,7157,
25.4697,µm,Surface,Position,1,7158,
16.7662,µm,Surface,Position,1,7159,
26.3144,µm,Surface,Position,1,7161,
27.8294,µm,Surface,Position,1,7162,
