
Position Y
 ==================== 
Position Y,Unit,Category,Collection,Time,ID,
660.164,µm,Surface,Position,1,7215,
522.141,µm,Surface,Position,1,7216,
581.396,µm,Surface,Position,1,7217,
576.436,µm,Surface,Position,1,7218,
384.753,µm,Surface,Position,1,7219,
418.377,µm,Surface,Position,1,7220,
528.738,µm,Surface,Position,1,7221,
559.634,µm,Surface,Position,1,7222,
605.607,µm,Surface,Position,1,7223,
476.758,µm,Surface,Position,1,7224,
718.632,µm,Surface,Position,1,7225,
639.558,µm,Surface,Position,1,7226,
429.872,µm,Surface,Position,1,7228,
607.234,µm,Surface,Position,1,7229,
624.773,µm,Surface,Position,1,7230,
621.208,µm,Surface,Position,1,7231,
627.348,µm,Surface,Position,1,7232,
629.282,µm,Surface,Position,1,7233,
664.404,µm,Surface,Position,1,7234,
482.513,µm,Surface,Position,1,7235,
515.866,µm,Surface,Position,1,7236,
643.164,µm,Surface,Position,1,7237,
534.808,µm,Surface,Position,1,7238,
587.145,µm,Surface,Position,1,7239,
495.82,µm,Surface,Position,1,7240,
660.584,µm,Surface,Position,1,7241,
577.723,µm,Surface,Position,1,7242,
625.611,µm,Surface,Position,1,7243,
577.923,µm,Surface,Position,1,7244,
661.564,µm,Surface,Position,1,7245,
470.418,µm,Surface,Position,1,7246,
507.162,µm,Surface,Position,1,7247,
595.422,µm,Surface,Position,1,7248,
604.883,µm,Surface,Position,1,7250,
618.767,µm,Surface,Position,1,7251,
614.369,µm,Surface,Position,1,7254,
426.363,µm,Surface,Position,1,7255,
601.358,µm,Surface,Position,1,7256,
614.514,µm,Surface,Position,1,7257,
396.479,µm,Surface,Position,1,7258,
705.061,µm,Surface,Position,1,7259,
604.353,µm,Surface,Position,1,7260,
634.937,µm,Surface,Position,1,7261,
599.624,µm,Surface,Position,1,7262,
496.247,µm,Surface,Position,1,7263,
363.953,µm,Surface,Position,1,7264,
669.954,µm,Surface,Position,1,7265,
508.208,µm,Surface,Position,1,7266,
529.765,µm,Surface,Position,1,7267,
521.747,µm,Surface,Position,1,7268,
524.197,µm,Surface,Position,1,7269,
586.176,µm,Surface,Position,1,7270,
582.271,µm,Surface,Position,1,7271,
576.47,µm,Surface,Position,1,7272,
555.451,µm,Surface,Position,1,7273,
511.338,µm,Surface,Position,1,7274,
541.277,µm,Surface,Position,1,7275,
519.547,µm,Surface,Position,1,7276,
668.474,µm,Surface,Position,1,7277,
461.719,µm,Surface,Position,1,7278,
540.485,µm,Surface,Position,1,7279,
708.151,µm,Surface,Position,1,7280,
501.327,µm,Surface,Position,1,7281,
446.916,µm,Surface,Position,1,7282,
556.791,µm,Surface,Position,1,7283,
676.68,µm,Surface,Position,1,7285,
566.678,µm,Surface,Position,1,7286,
556.194,µm,Surface,Position,1,7287,
397.28,µm,Surface,Position,1,7288,
573.504,µm,Surface,Position,1,7289,
687.48,µm,Surface,Position,1,7290,
548.163,µm,Surface,Position,1,7291,
528.786,µm,Surface,Position,1,7292,
495.91,µm,Surface,Position,1,7293,
468.36,µm,Surface,Position,1,7294,
484.278,µm,Surface,Position,1,7295,
470.038,µm,Surface,Position,1,7296,
489.737,µm,Surface,Position,1,7297,
714.668,µm,Surface,Position,1,7298,
470.063,µm,Surface,Position,1,7299,
486.09,µm,Surface,Position,1,7300,
589.485,µm,Surface,Position,1,7301,
583.262,µm,Surface,Position,1,7302,
440.401,µm,Surface,Position,1,7303,
533.693,µm,Surface,Position,1,7304,
563.143,µm,Surface,Position,1,7305,
390.24,µm,Surface,Position,1,7306,
440.191,µm,Surface,Position,1,7307,
391.926,µm,Surface,Position,1,7308,
543.96,µm,Surface,Position,1,7309,
670.882,µm,Surface,Position,1,7310,
391.103,µm,Surface,Position,1,7311,
367.648,µm,Surface,Position,1,7312,
681.213,µm,Surface,Position,1,7313,
446.96,µm,Surface,Position,1,7314,
440.739,µm,Surface,Position,1,7315,
534.844,µm,Surface,Position,1,7316,
505.07,µm,Surface,Position,1,7318,
453.317,µm,Surface,Position,1,7319,
534.114,µm,Surface,Position,1,7320,
488.094,µm,Surface,Position,1,7321,
538.223,µm,Surface,Position,1,7322,
530.856,µm,Surface,Position,1,7323,
596.815,µm,Surface,Position,1,7324,
541.811,µm,Surface,Position,1,7325,
479.222,µm,Surface,Position,1,7326,
477.262,µm,Surface,Position,1,7327,
527.222,µm,Surface,Position,1,7328,
478.313,µm,Surface,Position,1,7329,
515.573,µm,Surface,Position,1,7330,
475.789,µm,Surface,Position,1,7331,
703.061,µm,Surface,Position,1,7332,
510.547,µm,Surface,Position,1,7333,
