
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.283579,,Surface,1,7236,
0.333206,,Surface,1,7237,
0.276044,,Surface,1,7238,
0.271855,,Surface,1,7239,
0.254294,,Surface,1,7240,
0.417689,,Surface,1,7241,
0.249743,,Surface,1,7242,
0.28039,,Surface,1,7243,
0.312001,,Surface,1,7244,
0.251289,,Surface,1,7245,
0.338809,,Surface,1,7246,
0.266987,,Surface,1,7247,
0.324318,,Surface,1,7248,
0.481427,,Surface,1,7250,
0.276612,,Surface,1,7251,
0.284312,,Surface,1,7254,
0.332649,,Surface,1,7255,
0.249871,,Surface,1,7256,
0.291265,,Surface,1,7257,
0.27537,,Surface,1,7258,
0.279421,,Surface,1,7259,
0.304582,,Surface,1,7260,
0.277052,,Surface,1,7261,
0.293469,,Surface,1,7262,
0.256173,,Surface,1,7263,
0.259486,,Surface,1,7264,
0.332575,,Surface,1,7265,
0.274505,,Surface,1,7266,
0.257705,,Surface,1,7267,
0.24689,,Surface,1,7268,
0.285246,,Surface,1,7269,
0.315632,,Surface,1,7270,
0.23818,,Surface,1,7271,
0.432493,,Surface,1,7272,
0.275334,,Surface,1,7273,
0.670457,,Surface,1,7274,
0.264438,,Surface,1,7275,
0.248398,,Surface,1,7276,
0.339012,,Surface,1,7277,
0.27817,,Surface,1,7278,
0.271179,,Surface,1,7279,
0.389308,,Surface,1,7280,
0.309097,,Surface,1,7281,
0.226008,,Surface,1,7282,
0.21281,,Surface,1,7283,
0.482607,,Surface,1,7285,
0.297896,,Surface,1,7286,
0.234973,,Surface,1,7287,
0.446719,,Surface,1,7288,
0.249438,,Surface,1,7289,
0.297855,,Surface,1,7290,
0.289483,,Surface,1,7291,
0.267999,,Surface,1,7292,
0.235034,,Surface,1,7293,
0.305806,,Surface,1,7294,
0.278352,,Surface,1,7295,
0.267731,,Surface,1,7296,
0.469569,,Surface,1,7297,
0.233027,,Surface,1,7298,
0.592064,,Surface,1,7299,
0.334972,,Surface,1,7300,
0.331045,,Surface,1,7301,
0.598305,,Surface,1,7302,
0.208062,,Surface,1,7303,
0.295955,,Surface,1,7304,
0.24963,,Surface,1,7305,
0.344689,,Surface,1,7306,
0.258791,,Surface,1,7307,
0.272098,,Surface,1,7308,
0.248275,,Surface,1,7309,
0.279636,,Surface,1,7310,
0.294829,,Surface,1,7311,
0.236774,,Surface,1,7312,
0.24565,,Surface,1,7313,
0.253312,,Surface,1,7314,
0.308035,,Surface,1,7315,
0.14637,,Surface,1,7316,
0.301298,,Surface,1,7318,
0.274623,,Surface,1,7319,
0.242933,,Surface,1,7320,
0.35965,,Surface,1,7321,
0.284307,,Surface,1,7322,
0.333664,,Surface,1,7323,
0.263544,,Surface,1,7324,
0.245181,,Surface,1,7325,
0.295184,,Surface,1,7326,
0.364404,,Surface,1,7327,
0.296067,,Surface,1,7328,
0.295234,,Surface,1,7329,
0.305178,,Surface,1,7330,
0.261256,,Surface,1,7331,
0.34962,,Surface,1,7332,
0.337754,,Surface,1,7333,
0.393146,,Surface,1,7334,
0.269362,,Surface,1,7335,
0.27976,,Surface,1,7336,
0.347844,,Surface,1,7337,
0.270778,,Surface,1,7338,
0.3007,,Surface,1,7339,
0.290523,,Surface,1,7340,
0.399002,,Surface,1,7341,
0.248375,,Surface,1,7342,
0.258511,,Surface,1,7343,
0.360164,,Surface,1,7344,
0.277706,,Surface,1,7345,
0.372078,,Surface,1,7346,
0.428674,,Surface,1,7347,
0.472177,,Surface,1,7348,
0.27125,,Surface,1,7349,
0.274086,,Surface,1,7350,
0.313392,,Surface,1,7351,
0.30858,,Surface,1,7353,
0.276769,,Surface,1,7354,
0.449732,,Surface,1,7355,
0.221022,,Surface,1,7356,
0.293626,,Surface,1,7357,
0.381455,,Surface,1,7358,
