
Position X
 ==================== 
Position X,Unit,Category,Collection,Time,ID,
540.202,µm,Surface,Position,1,7279,
357.135,µm,Surface,Position,1,7280,
574.46,µm,Surface,Position,1,7281,
625.445,µm,Surface,Position,1,7282,
508.179,µm,Surface,Position,1,7283,
387.014,µm,Surface,Position,1,7285,
513.037,µm,Surface,Position,1,7286,
511.283,µm,Surface,Position,1,7287,
680.292,µm,Surface,Position,1,7288,
492.519,µm,Surface,Position,1,7289,
388.741,µm,Surface,Position,1,7290,
541.971,µm,Surface,Position,1,7291,
554.292,µm,Surface,Position,1,7292,
589.838,µm,Surface,Position,1,7293,
610.496,µm,Surface,Position,1,7294,
592.822,µm,Surface,Position,1,7295,
608.478,µm,Surface,Position,1,7296,
600.175,µm,Surface,Position,1,7297,
371.03,µm,Surface,Position,1,7298,
612.717,µm,Surface,Position,1,7299,
593.933,µm,Surface,Position,1,7300,
500.458,µm,Surface,Position,1,7301,
505.043,µm,Surface,Position,1,7302,
632.339,µm,Surface,Position,1,7303,
555.287,µm,Surface,Position,1,7304,
526.249,µm,Surface,Position,1,7305,
692.237,µm,Surface,Position,1,7306,
643.294,µm,Surface,Position,1,7307,
703.948,µm,Surface,Position,1,7308,
537.056,µm,Surface,Position,1,7309,
402.07,µm,Surface,Position,1,7310,
703.337,µm,Surface,Position,1,7311,
706.729,µm,Surface,Position,1,7312,
414.065,µm,Surface,Position,1,7313,
632.207,µm,Surface,Position,1,7314,
651.92,µm,Surface,Position,1,7315,
558.343,µm,Surface,Position,1,7316,
578.383,µm,Surface,Position,1,7318,
645.309,µm,Surface,Position,1,7319,
565.356,µm,Surface,Position,1,7320,
603.49,µm,Surface,Position,1,7321,
542.766,µm,Surface,Position,1,7322,
567.986,µm,Surface,Position,1,7323,
499.568,µm,Surface,Position,1,7324,
543.61,µm,Surface,Position,1,7325,
615.128,µm,Surface,Position,1,7326,
618.412,µm,Surface,Position,1,7327,
556.872,µm,Surface,Position,1,7328,
620.498,µm,Surface,Position,1,7329,
585.204,µm,Surface,Position,1,7330,
626.647,µm,Surface,Position,1,7331,
406.381,µm,Surface,Position,1,7332,
590.157,µm,Surface,Position,1,7333,
450.656,µm,Surface,Position,1,7334,
489.258,µm,Surface,Position,1,7335,
393.823,µm,Surface,Position,1,7336,
637.596,µm,Surface,Position,1,7337,
678.657,µm,Surface,Position,1,7338,
597.499,µm,Surface,Position,1,7339,
554.233,µm,Surface,Position,1,7340,
451.756,µm,Surface,Position,1,7341,
526.384,µm,Surface,Position,1,7342,
549.171,µm,Surface,Position,1,7343,
572.571,µm,Surface,Position,1,7344,
536.865,µm,Surface,Position,1,7345,
374.76,µm,Surface,Position,1,7346,
515.211,µm,Surface,Position,1,7347,
546.216,µm,Surface,Position,1,7348,
640.501,µm,Surface,Position,1,7349,
457.796,µm,Surface,Position,1,7350,
547.493,µm,Surface,Position,1,7351,
684.712,µm,Surface,Position,1,7353,
465.619,µm,Surface,Position,1,7354,
503.77,µm,Surface,Position,1,7355,
337.253,µm,Surface,Position,1,7356,
351.106,µm,Surface,Position,1,7357,
550.772,µm,Surface,Position,1,7358,
379.031,µm,Surface,Position,1,7359,
384.476,µm,Surface,Position,1,7360,
363.197,µm,Surface,Position,1,7361,
330.712,µm,Surface,Position,1,7362,
504.74,µm,Surface,Position,1,7363,
387.559,µm,Surface,Position,1,7364,
495.061,µm,Surface,Position,1,7365,
579.5,µm,Surface,Position,1,7366,
350.29,µm,Surface,Position,1,7367,
352.559,µm,Surface,Position,1,7368,
522.531,µm,Surface,Position,1,7369,
583.598,µm,Surface,Position,1,7370,
354.03,µm,Surface,Position,1,7371,
475.348,µm,Surface,Position,1,7372,
663.953,µm,Surface,Position,1,7373,
629.484,µm,Surface,Position,1,7374,
351.611,µm,Surface,Position,1,7375,
460.046,µm,Surface,Position,1,7376,
509.184,µm,Surface,Position,1,7377,
537.563,µm,Surface,Position,1,7378,
584.403,µm,Surface,Position,1,7380,
461.155,µm,Surface,Position,1,7381,
583.999,µm,Surface,Position,1,7382,
459.914,µm,Surface,Position,1,7383,
486.53,µm,Surface,Position,1,7384,
353.538,µm,Surface,Position,1,7385,
467.06,µm,Surface,Position,1,7386,
390.039,µm,Surface,Position,1,7387,
695.716,µm,Surface,Position,1,7388,
472.451,µm,Surface,Position,1,7389,
549.185,µm,Surface,Position,1,7390,
631.592,µm,Surface,Position,1,7391,
635.077,µm,Surface,Position,1,7392,
503.564,µm,Surface,Position,1,7393,
350.951,µm,Surface,Position,1,7394,
478.569,µm,Surface,Position,1,7395,
486.789,µm,Surface,Position,1,7396,
579.104,µm,Surface,Position,1,7397,
634.297,µm,Surface,Position,1,7398,
356.337,µm,Surface,Position,1,7399,
528.67,µm,Surface,Position,1,7400,
549.585,µm,Surface,Position,1,7401,
396.313,µm,Surface,Position,1,7402,
554.077,µm,Surface,Position,1,7403,
554.232,µm,Surface,Position,1,7404,
508.375,µm,Surface,Position,1,7405,
551.215,µm,Surface,Position,1,7406,
381.331,µm,Surface,Position,1,7407,
376.637,µm,Surface,Position,1,7408,
459.434,µm,Surface,Position,1,7410,
589.324,µm,Surface,Position,1,7411,
391.851,µm,Surface,Position,1,7412,
424.893,µm,Surface,Position,1,7413,
315.38,µm,Surface,Position,1,7414,
430.859,µm,Surface,Position,1,7415,
380.811,µm,Surface,Position,1,7416,
578.734,µm,Surface,Position,1,7417,
