
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.751085,,Surface,1,7189,
0.658907,,Surface,1,7190,
0.606383,,Surface,1,7191,
0.64947,,Surface,1,7192,
0.631563,,Surface,1,7193,
0.534018,,Surface,1,7194,
0.589599,,Surface,1,7195,
0.74289,,Surface,1,7196,
0.478552,,Surface,1,7197,
0.671652,,Surface,1,7198,
0.80458,,Surface,1,7199,
0.460418,,Surface,1,7200,
0.713581,,Surface,1,7201,
0.535685,,Surface,1,7202,
0.425751,,Surface,1,7203,
0.709413,,Surface,1,7204,
0.523075,,Surface,1,7205,
0.559118,,Surface,1,7206,
0.373058,,Surface,1,7207,
0.762644,,Surface,1,7208,
0.649534,,Surface,1,7209,
0.725129,,Surface,1,7210,
0.362401,,Surface,1,7211,
0.613317,,Surface,1,7212,
0.480281,,Surface,1,7213,
0.657902,,Surface,1,7214,
0.273499,,Surface,1,7215,
0.5446,,Surface,1,7216,
0.70672,,Surface,1,7217,
0.288484,,Surface,1,7218,
0.687947,,Surface,1,7219,
0.592523,,Surface,1,7220,
0.495893,,Surface,1,7221,
0.495739,,Surface,1,7222,
0.696966,,Surface,1,7223,
0.453939,,Surface,1,7224,
0.57716,,Surface,1,7225,
0.61869,,Surface,1,7226,
0.370729,,Surface,1,7228,
0.625674,,Surface,1,7229,
0.599201,,Surface,1,7230,
0.762055,,Surface,1,7231,
0.666332,,Surface,1,7232,
0.603018,,Surface,1,7233,
0.697795,,Surface,1,7234,
0.642367,,Surface,1,7235,
0.582407,,Surface,1,7236,
0.577767,,Surface,1,7237,
0.576425,,Surface,1,7238,
0.687089,,Surface,1,7239,
0.665135,,Surface,1,7240,
0.273683,,Surface,1,7241,
0.736857,,Surface,1,7242,
0.661462,,Surface,1,7243,
0.612113,,Surface,1,7244,
0.720289,,Surface,1,7245,
0.563686,,Surface,1,7246,
0.697241,,Surface,1,7247,
0.582857,,Surface,1,7248,
0.34754,,Surface,1,7250,
0.672848,,Surface,1,7251,
0.613824,,Surface,1,7254,
0.50465,,Surface,1,7255,
0.736486,,Surface,1,7256,
0.651351,,Surface,1,7257,
0.638934,,Surface,1,7258,
0.660279,,Surface,1,7259,
0.593795,,Surface,1,7260,
0.629548,,Surface,1,7261,
0.633957,,Surface,1,7262,
0.721943,,Surface,1,7263,
0.705667,,Surface,1,7264,
0.565217,,Surface,1,7265,
0.673397,,Surface,1,7266,
0.716078,,Surface,1,7267,
0.738495,,Surface,1,7268,
0.662569,,Surface,1,7269,
0.597437,,Surface,1,7270,
0.762732,,Surface,1,7271,
0.436585,,Surface,1,7272,
0.683103,,Surface,1,7273,
0.213239,,Surface,1,7274,
0.659129,,Surface,1,7275,
0.726572,,Surface,1,7276,
0.568702,,Surface,1,7277,
0.609698,,Surface,1,7278,
0.607924,,Surface,1,7279,
0.493093,,Surface,1,7280,
0.618228,,Surface,1,7281,
0.781366,,Surface,1,7282,
0.801691,,Surface,1,7283,
0.378279,,Surface,1,7285,
0.630271,,Surface,1,7286,
0.761009,,Surface,1,7287,
0.414272,,Surface,1,7288,
0.729032,,Surface,1,7289,
0.418137,,Surface,1,7290,
0.630455,,Surface,1,7291,
0.698123,,Surface,1,7292,
0.77013,,Surface,1,7293,
0.620925,,Surface,1,7294,
0.576913,,Surface,1,7295,
0.696262,,Surface,1,7296,
0.375274,,Surface,1,7297,
0.774618,,Surface,1,7298,
0.23116,,Surface,1,7299,
0.512266,,Surface,1,7300,
0.523983,,Surface,1,7301,
0.269184,,Surface,1,7302,
0.806629,,Surface,1,7303,
0.631497,,Surface,1,7304,
0.737156,,Surface,1,7305,
0.532103,,Surface,1,7306,
0.716921,,Surface,1,7307,
0.668867,,Surface,1,7308,
0.725088,,Surface,1,7309,
0.335244,,Surface,1,7310,
0.64552,,Surface,1,7311,
0.749205,,Surface,1,7312,
0.702039,,Surface,1,7313,
0.707138,,Surface,1,7314,
0.621196,,Surface,1,7315,
0.810224,,Surface,1,7316,
0.632764,,Surface,1,7318,
0.592489,,Surface,1,7319,
0.741248,,Surface,1,7320,
0.529001,,Surface,1,7321,
0.613822,,Surface,1,7322,
0.543887,,Surface,1,7323,
0.690257,,Surface,1,7324,
0.729393,,Surface,1,7325,
0.639091,,Surface,1,7326,
0.523737,,Surface,1,7327,
0.404422,,Surface,1,7328,
0.639415,,Surface,1,7329,
0.626032,,Surface,1,7330,
0.526397,,Surface,1,7331,
0.550767,,Surface,1,7332,
0.556508,,Surface,1,7333,
0.398518,,Surface,1,7334,
0.645092,,Surface,1,7335,
0.674066,,Surface,1,7336,
0.52153,,Surface,1,7337,
0.668697,,Surface,1,7338,
0.551219,,Surface,1,7339,
0.649832,,Surface,1,7340,
0.415396,,Surface,1,7341,
0.734265,,Surface,1,7342,
0.704879,,Surface,1,7343,
0.518934,,Surface,1,7344,
