
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
18.6955,14153.2,µm^3,Cumulative Volume Outside,Image 1,1,,
18.9645,14282.7,µm^3,Cumulative Volume Outside,Image 1,1,,
19.2335,14405.7,µm^3,Cumulative Volume Outside,Image 1,1,,
19.5025,14520.5,µm^3,Cumulative Volume Outside,Image 1,1,,
19.7715,14627.4,µm^3,Cumulative Volume Outside,Image 1,1,,
20.0405,14727,µm^3,Cumulative Volume Outside,Image 1,1,,
20.3095,14817.4,µm^3,Cumulative Volume Outside,Image 1,1,,
20.5785,14899.3,µm^3,Cumulative Volume Outside,Image 1,1,,
20.8475,14973.8,µm^3,Cumulative Volume Outside,Image 1,1,,
21.1165,15041.6,µm^3,Cumulative Volume Outside,Image 1,1,,
21.3855,15101.1,µm^3,Cumulative Volume Outside,Image 1,1,,
21.6545,15153.5,µm^3,Cumulative Volume Outside,Image 1,1,,
21.9235,15199.6,µm^3,Cumulative Volume Outside,Image 1,1,,
