
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
8.4735,4912.84,µm^3,Cumulative Volume,Image 1,1,,
8.7425,5302.34,µm^3,Cumulative Volume,Image 1,1,,
9.0115,5707.33,µm^3,Cumulative Volume,Image 1,1,,
9.2805,6129.1,µm^3,Cumulative Volume,Image 1,1,,
9.5495,6564.22,µm^3,Cumulative Volume,Image 1,1,,
9.8185,7015.05,µm^3,Cumulative Volume,Image 1,1,,
10.0875,7483.97,µm^3,Cumulative Volume,Image 1,1,,
10.3565,7966.48,µm^3,Cumulative Volume,Image 1,1,,
10.6255,8463.01,µm^3,Cumulative Volume,Image 1,1,,
10.8945,8967.15,µm^3,Cumulative Volume,Image 1,1,,
11.1635,9479.13,µm^3,Cumulative Volume,Image 1,1,,
11.4325,9993.93,µm^3,Cumulative Volume,Image 1,1,,
11.7015,10513.4,µm^3,Cumulative Volume,Image 1,1,,
11.9705,11033.4,µm^3,Cumulative Volume,Image 1,1,,
12.2395,11556.3,µm^3,Cumulative Volume,Image 1,1,,
12.5085,12085.7,µm^3,Cumulative Volume,Image 1,1,,
12.7775,12616.8,µm^3,Cumulative Volume,Image 1,1,,
13.0465,13152,µm^3,Cumulative Volume,Image 1,1,,
13.3155,13688.2,µm^3,Cumulative Volume,Image 1,1,,
13.5845,14227.9,µm^3,Cumulative Volume,Image 1,1,,
13.8535,14766.4,µm^3,Cumulative Volume,Image 1,1,,
14.1225,15306.6,µm^3,Cumulative Volume,Image 1,1,,
14.3915,15851.7,µm^3,Cumulative Volume,Image 1,1,,
14.6605,16396.9,µm^3,Cumulative Volume,Image 1,1,,
14.9295,16945.1,µm^3,Cumulative Volume,Image 1,1,,
15.1985,17492.4,µm^3,Cumulative Volume,Image 1,1,,
15.4675,18040.5,µm^3,Cumulative Volume,Image 1,1,,
15.7365,18583.3,µm^3,Cumulative Volume,Image 1,1,,
16.0055,19123.9,µm^3,Cumulative Volume,Image 1,1,,
16.2745,19668.1,µm^3,Cumulative Volume,Image 1,1,,
16.5435,20201.4,µm^3,Cumulative Volume,Image 1,1,,
16.8125,20724.3,µm^3,Cumulative Volume,Image 1,1,,
17.0815,21240,µm^3,Cumulative Volume,Image 1,1,,
17.3505,21750.8,µm^3,Cumulative Volume,Image 1,1,,
17.6195,22245,µm^3,Cumulative Volume,Image 1,1,,
17.8885,22724.1,µm^3,Cumulative Volume,Image 1,1,,
18.1575,23192.2,µm^3,Cumulative Volume,Image 1,1,,
18.4265,23652.8,µm^3,Cumulative Volume,Image 1,1,,
18.6955,24107.8,µm^3,Cumulative Volume,Image 1,1,,
18.9645,24546.7,µm^3,Cumulative Volume,Image 1,1,,
19.2335,24971.3,µm^3,Cumulative Volume,Image 1,1,,
19.5025,25385.5,µm^3,Cumulative Volume,Image 1,1,,
19.7715,25792.9,µm^3,Cumulative Volume,Image 1,1,,
20.0405,26195.1,µm^3,Cumulative Volume,Image 1,1,,
20.3095,26583.2,µm^3,Cumulative Volume,Image 1,1,,
20.5785,26959.6,µm^3,Cumulative Volume,Image 1,1,,
20.8475,27329.6,µm^3,Cumulative Volume,Image 1,1,,
21.1165,27695.5,µm^3,Cumulative Volume,Image 1,1,,
21.3855,28049,µm^3,Cumulative Volume,Image 1,1,,
21.6545,28391.8,µm^3,Cumulative Volume,Image 1,1,,
21.9235,28726.2,µm^3,Cumulative Volume,Image 1,1,,
22.1925,29052.3,µm^3,Cumulative Volume,Image 1,1,,
22.4615,29367.6,µm^3,Cumulative Volume,Image 1,1,,
22.7305,29663.8,µm^3,Cumulative Volume,Image 1,1,,
22.9995,29942.5,µm^3,Cumulative Volume,Image 1,1,,
23.2685,30207.5,µm^3,Cumulative Volume,Image 1,1,,
23.5375,30460.8,µm^3,Cumulative Volume,Image 1,1,,
23.8065,30696.2,µm^3,Cumulative Volume,Image 1,1,,
24.0755,30915.3,µm^3,Cumulative Volume,Image 1,1,,
24.3445,31120.6,µm^3,Cumulative Volume,Image 1,1,,
24.6135,31313.3,µm^3,Cumulative Volume,Image 1,1,,
24.8825,31495,µm^3,Cumulative Volume,Image 1,1,,
25.1515,31662.6,µm^3,Cumulative Volume,Image 1,1,,
25.4205,31817.8,µm^3,Cumulative Volume,Image 1,1,,
25.6895,31962.7,µm^3,Cumulative Volume,Image 1,1,,
25.9585,32098.8,µm^3,Cumulative Volume,Image 1,1,,
26.2275,32227.2,µm^3,Cumulative Volume,Image 1,1,,
26.4965,32344.8,µm^3,Cumulative Volume,Image 1,1,,
26.7655,32452.9,µm^3,Cumulative Volume,Image 1,1,,
27.0345,32552.9,µm^3,Cumulative Volume,Image 1,1,,
27.3035,32645.7,µm^3,Cumulative Volume,Image 1,1,,
27.5725,32729.3,µm^3,Cumulative Volume,Image 1,1,,
27.8415,32804,µm^3,Cumulative Volume,Image 1,1,,
28.1105,32870.4,µm^3,Cumulative Volume,Image 1,1,,
