
Volume Outside Img=1
 ==================== 
Distance to Surface,Volume Outside,Unit,Collection,Image,Time,ID,
13.0465,343.484,µm^3,Volume Outside,Image 1,1,,
13.3155,339.783,µm^3,Volume Outside,Image 1,1,,
13.5845,337.863,µm^3,Volume Outside,Image 1,1,,
13.8535,333.358,µm^3,Volume Outside,Image 1,1,,
14.1225,330.209,µm^3,Volume Outside,Image 1,1,,
14.3915,327.186,µm^3,Volume Outside,Image 1,1,,
14.6605,320.124,µm^3,Volume Outside,Image 1,1,,
14.9295,314.194,µm^3,Volume Outside,Image 1,1,,
15.1985,305.662,µm^3,Volume Outside,Image 1,1,,
15.4675,295.797,µm^3,Volume Outside,Image 1,1,,
15.7365,281.205,µm^3,Volume Outside,Image 1,1,,
16.0055,270.254,µm^3,Volume Outside,Image 1,1,,
16.2745,264.964,µm^3,Volume Outside,Image 1,1,,
16.5435,255.199,µm^3,Volume Outside,Image 1,1,,
16.8125,248.257,µm^3,Volume Outside,Image 1,1,,
17.0815,244.767,µm^3,Volume Outside,Image 1,1,,
17.3505,243.481,µm^3,Volume Outside,Image 1,1,,
17.6195,237.146,µm^3,Volume Outside,Image 1,1,,
17.8885,231.437,µm^3,Volume Outside,Image 1,1,,
18.1575,227.823,µm^3,Volume Outside,Image 1,1,,
18.4265,225.942,µm^3,Volume Outside,Image 1,1,,
18.6955,225.651,µm^3,Volume Outside,Image 1,1,,
18.9645,220.347,µm^3,Volume Outside,Image 1,1,,
19.2335,216.259,µm^3,Volume Outside,Image 1,1,,
19.5025,214.04,µm^3,Volume Outside,Image 1,1,,
19.7715,213.391,µm^3,Volume Outside,Image 1,1,,
20.0405,213.849,µm^3,Volume Outside,Image 1,1,,
20.3095,209.328,µm^3,Volume Outside,Image 1,1,,
20.5785,206.173,µm^3,Volume Outside,Image 1,1,,
20.8475,205.665,µm^3,Volume Outside,Image 1,1,,
21.1165,206.616,µm^3,Volume Outside,Image 1,1,,
21.3855,202.563,µm^3,Volume Outside,Image 1,1,,
21.6545,199.305,µm^3,Volume Outside,Image 1,1,,
21.9235,197.77,µm^3,Volume Outside,Image 1,1,,
22.1925,197.778,µm^3,Volume Outside,Image 1,1,,
22.4615,198.562,µm^3,Volume Outside,Image 1,1,,
22.7305,195.044,µm^3,Volume Outside,Image 1,1,,
22.9995,192.701,µm^3,Volume Outside,Image 1,1,,
23.2685,192.638,µm^3,Volume Outside,Image 1,1,,
23.5375,193.861,µm^3,Volume Outside,Image 1,1,,
23.8065,190.214,µm^3,Volume Outside,Image 1,1,,
24.0755,187.61,µm^3,Volume Outside,Image 1,1,,
24.3445,186.839,µm^3,Volume Outside,Image 1,1,,
24.6135,187.61,µm^3,Volume Outside,Image 1,1,,
24.8825,189.112,µm^3,Volume Outside,Image 1,1,,
25.1515,186.074,µm^3,Volume Outside,Image 1,1,,
25.4205,183.194,µm^3,Volume Outside,Image 1,1,,
25.6895,180.355,µm^3,Volume Outside,Image 1,1,,
25.9585,174.746,µm^3,Volume Outside,Image 1,1,,
26.2275,164.444,µm^3,Volume Outside,Image 1,1,,
26.4965,147.763,µm^3,Volume Outside,Image 1,1,,
26.7655,131.412,µm^3,Volume Outside,Image 1,1,,
27.0345,117.123,µm^3,Volume Outside,Image 1,1,,
27.3035,104.965,µm^3,Volume Outside,Image 1,1,,
27.5725,92.2645,µm^3,Volume Outside,Image 1,1,,
27.8415,81.9585,µm^3,Volume Outside,Image 1,1,,
28.1105,74.2251,µm^3,Volume Outside,Image 1,1,,
28.3795,68.6159,µm^3,Volume Outside,Image 1,1,,
28.6485,64.283,µm^3,Volume Outside,Image 1,1,,
28.9175,59.1797,µm^3,Volume Outside,Image 1,1,,
29.1865,54.8885,µm^3,Volume Outside,Image 1,1,,
29.4555,51.4303,µm^3,Volume Outside,Image 1,1,,
29.7245,48.5234,µm^3,Volume Outside,Image 1,1,,
29.9935,45.9117,µm^3,Volume Outside,Image 1,1,,
30.2625,42.1706,µm^3,Volume Outside,Image 1,1,,
